Utility Bill Date,Facility Name,Account Number,Line Item Type Name,Line Item Usage,Line Item Cost,Account Financial Code 1,Account Financial Code 2,Line Item Start Date,Line Item End Date,Facility Number,Line Item Category Name,Meter Type Name
7/1/24,315 E College St - Burrell King House,12299292 005 000 4,Delivery,0,170.44,"1594	","7302	",5/31/24,7/1/24,"106	",Charges,N/A
7/1/24,315 E College St - Burrell King House,12299292 005 000 4,Supply,16,15.98,"1594	","7302	",5/31/24,7/1/24,"106	",Usage,N/A
7/1/24,315 E College St - Burrell King House,12299292 005 000 4,Taxes,0,8.5,"1594	","7302	",5/31/24,7/1/24,"106	",Taxes,N/A
7/1/24,41 N Pleasant St - CPO,12299292 006 000 3,Delivery,0,47.09,"9451	","7302	",5/31/24,7/1/24,"64	",Charges,N/A
7/1/24,41 N Pleasant St - CPO,12299292 006 000 3,Supply,3,3,"9451	","7302	",5/31/24,7/1/24,"64	",Usage,N/A
7/1/24,41 N Pleasant St - CPO,12299292 006 000 3,Taxes,0,2.35,"9451	","7302	",5/31/24,7/1/24,"64	",Taxes,N/A
7/1/24,164 E Lorain St - Art Studio,12299293 003 000 4,Delivery,0,48.87,"1554	","7302	",5/31/24,7/1/24,"96	",Charges,N/A
7/1/24,164 E Lorain St - Art Studio,12299293 003 000 4,Supply,24,23.98,"1554	","7302	",5/31/24,7/1/24,"96	",Usage,N/A
7/1/24,164 E Lorain St - Art Studio,12299293 003 000 4,Taxes,0,2.44,"1554	","7302	",5/31/24,7/1/24,"96	",Taxes,N/A
7/1/24,37 W College St - Oberlin Bookstore,12299293 004 000 3,Delivery,0,173.9,"1137	","7302	",5/31/24,7/1/24,"201	",Charges,N/A
7/1/24,37 W College St - Oberlin Bookstore,12299293 004 000 3,Supply,28,27.97,"1137	","7302	",5/31/24,7/1/24,"201	",Usage,N/A
7/1/24,37 W College St - Oberlin Bookstore,12299293 004 000 3,Taxes,0,8.67,"1137	","7302	",5/31/24,7/1/24,"201	",Taxes,N/A
7/1/24,55 E Lorain St (formerly Art Studio),12299304 001 000 1,Delivery,0,47.78,"1568	","7302	",5/31/24,7/1/24,"97	",Charges,N/A
7/1/24,55 E Lorain St (formerly Art Studio),12299304 001 000 1,Supply,11,10.99,"1568	","7302	",5/31/24,7/1/24,"97	",Usage,N/A
7/1/24,55 E Lorain St (formerly Art Studio),12299304 001 000 1,Taxes,0,2.38,"1568	","7302	",5/31/24,7/1/24,"97	",Taxes,N/A
7/1/24,66 N Pleasant St,12299304 002 000 0,Delivery,0,47.09,"1879	","7302	",5/31/24,7/1/24,"77	",Charges,N/A
7/1/24,66 N Pleasant St,12299304 002 000 0,Supply,3,3,"1879	","7302	",5/31/24,7/1/24,"77	",Usage,N/A
7/1/24,66 N Pleasant St,12299304 002 000 0,Taxes,0,2.35,"1879	","7302	",5/31/24,7/1/24,"77	",Taxes,N/A
7/1/24,110 E College St - Tank Hall,12299330 001 000 6,Delivery,0,167.57,"6228	","7302	",5/31/24,7/1/24,"183	",Charges,N/A
7/1/24,110 E College St - Tank Hall,12299330 001 000 6,Supply,6,5.99,"6228	","7302	",5/31/24,7/1/24,"183	",Usage,N/A
7/1/24,110 E College St - Tank Hall,12299330 001 000 6,Taxes,0,8.36,"6228	","7302	",5/31/24,7/1/24,"183	",Taxes,N/A
7/1/24,207 S Professor St - Old Barrows Dorm,12300304 001 000 7,Delivery,0,170.44,"6232	","7302	",5/31/24,7/1/24,"161	",Charges,N/A
7/1/24,207 S Professor St - Old Barrows Dorm,12300304 001 000 7,Supply,16,15.98,"6232	","7302	",5/31/24,7/1/24,"161	",Usage,N/A
7/1/24,207 S Professor St - Old Barrows Dorm,12300304 001 000 7,Taxes,0,8.5,"6232	","7302	",5/31/24,7/1/24,"161	",Taxes,N/A
7/1/24,216 S Professor St - Johnson House,12300306 001 000 3,Delivery,0,167.28,"6212	","7302	",5/31/24,7/1/24,"133	",Charges,N/A
7/1/24,216 S Professor St - Johnson House,12300306 001 000 3,Supply,5,5,"6212	","7302	",5/31/24,7/1/24,"133	",Usage,N/A
7/1/24,216 S Professor St - Johnson House,12300306 001 000 3,Taxes,0,8.34,"6212	","7302	",5/31/24,7/1/24,"133	",Taxes,N/A
7/1/24,102 Union St,13-00270-1,Sewer-Usage (CF),700,49.77,"6218	",,6/1/24,7/1/24,"3	",Usage,N/A
7/1/24,102 Union St,13-00270-1,Water-Usage (CF),700,68.53,"6218	",,6/1/24,7/1/24,"3	",Usage,Potable
7/1/24,118 Union St,13-00300-1,Sewer-Usage (CF),300,21.33,"6218	",,6/1/24,7/1/24,"8	",Usage,N/A
7/1/24,118 Union St,13-00300-1,Water-Usage (CF),300,29.37,"6218	",,6/1/24,7/1/24,"8	",Usage,Potable
7/1/24,110 Union St,13-00301-1,Sewer-Usage (CF),200,21.33,"6218	",,6/1/24,7/1/24,"6	",Usage,N/A
7/1/24,110 Union St,13-00301-1,Water-Usage (CF),200,29.37,"6218	",,6/1/24,7/1/24,"6	",Usage,Potable
7/1/24,96 Union St,13-00302-1,Sewer-Usage (CF),400,28.44,"6218	",,6/1/24,7/1/24,"87	",Usage,N/A
7/1/24,96 Union St,13-00302-1,Water-Usage (CF),400,39.16,"6218	",,6/1/24,7/1/24,"87	",Usage,Potable
7/1/24,268 Goldsmith Ln,13-00303-1,Sewer-Usage (CF),400,28.44,"6218	",,6/1/24,7/1/24,"48	",Usage,N/A
7/1/24,268 Goldsmith Ln,13-00303-1,Water-Usage (CF),400,39.16,"6218	",,6/1/24,7/1/24,"48	",Usage,Potable
7/1/24,270 Goldsmith Ln,13-00304-1,Sewer-Usage (CF),0,21.33,"6218	",,6/1/24,7/1/24,"49	",Usage,N/A
7/1/24,270 Goldsmith Ln,13-00304-1,Water-Usage (CF),0,29.37,"6218	",,6/1/24,7/1/24,"49	",Usage,Potable
7/1/24,270 Goldsmith Ln,13-00305-1,Sewer-Usage (CF),2600,184.86,"6218	",,6/1/24,7/1/24,"49	",Usage,N/A
7/1/24,270 Goldsmith Ln,13-00305-1,Water-Usage (CF),2600,254.54,"6218	",,6/1/24,7/1/24,"49	",Usage,Potable
7/1/24,272 Goldsmith Ln,13-00306-1,Sewer-Usage (CF),200,21.33,"6218	",,6/1/24,7/1/24,"51	",Usage,N/A
7/1/24,272 Goldsmith Ln,13-00306-1,Water-Usage (CF),200,29.37,"6218	",,6/1/24,7/1/24,"51	",Usage,Potable
7/1/24,276 Goldsmith Ln,13-00307-1,Sewer-Usage (CF),200,21.33,"6218	",,6/1/24,7/1/24,"52	",Usage,N/A
7/1/24,276 Goldsmith Ln,13-00307-1,Water-Usage (CF),200,29.37,"6218	",,6/1/24,7/1/24,"52	",Usage,Potable
7/1/24,284 Goldsmith Ln,13-00308-1,Sewer-Usage (CF),500,35.55,"6218	",,6/1/24,7/1/24,"53	",Usage,N/A
7/1/24,284 Goldsmith Ln,13-00308-1,Water-Usage (CF),500,48.95,"6218	",,6/1/24,7/1/24,"53	",Usage,Potable
7/1/24,290 Goldsmith Ln,13-00309-1,Sewer-Usage (CF),300,21.33,"6218	",,6/1/24,7/1/24,"56	",Usage,N/A
7/1/24,290 Goldsmith Ln,13-00309-1,Water-Usage (CF),300,29.37,"6218	",,6/1/24,7/1/24,"56	",Usage,Potable
7/1/24,177 N Professor St,13-03485-11,Electric-Usage (KWH),1469,202.07,"1802	",,6/1/24,7/1/24,"36	",Usage,Grid Purchased
7/1/24,177 N Professor St,13-03485-11,Sewer-Usage (CF),100,21.33,"1802	",,6/1/24,7/1/24,"36	",Usage,N/A
7/1/24,177 N Professor St,13-03485-11,Trash (City Charges),0,12.5,"1802	",,6/1/24,7/1/24,"36	",Charges,Refuse
7/1/24,177 N Professor St,13-03485-11,Water-Usage (CF),100,29.37,"1802	",,6/1/24,7/1/24,"36	",Usage,Potable
7/1/24,187 N Professor St (formerly MRC),13-03600-2,Electric-Usage (KWH),929,130.55,"1593	",,6/1/24,7/1/24,"131	",Usage,Grid Purchased
7/1/24,187 N Professor St (formerly MRC),13-03600-2,Sewer-Usage (CF),0,21.33,"1593	",,6/1/24,7/1/24,"131	",Usage,N/A
7/1/24,187 N Professor St (formerly MRC),13-03600-2,Trash (City Charges),0,12.5,"1593	",,6/1/24,7/1/24,"131	",Charges,Refuse
7/1/24,187 N Professor St (formerly MRC),13-03600-2,Water-Usage (CF),0,29.37,"1593	",,6/1/24,7/1/24,"131	",Usage,Potable
7/1/24,195 N Professor St,13-03620-2,Electric-Usage (KWH),656,94.39,"1887	",,6/1/24,7/1/24,"41	",Usage,Grid Purchased
7/1/24,195 N Professor St,13-03620-2,Sewer-Usage (CF),0,21.33,"1887	",,6/1/24,7/1/24,"41	",Usage,N/A
7/1/24,195 N Professor St,13-03620-2,Trash (City Charges),0,12.5,"1887	",,6/1/24,7/1/24,"41	",Charges,Refuse
7/1/24,195 N Professor St,13-03620-2,Water-Usage (CF),0,29.37,"1887	",,6/1/24,7/1/24,"41	",Usage,Potable
7/1/24,201 N Professor St,13-03640-2,Electric-Usage (KWH),88,19.16,"1888	",,6/1/24,7/1/24,"45	",Usage,Grid Purchased
7/1/24,201 N Professor St,13-03640-2,Sewer-Usage (CF),0,21.33,"1888	",,6/1/24,7/1/24,"45	",Usage,N/A
7/1/24,201 N Professor St,13-03640-2,Trash (City Charges),0,12.5,"1888	",,6/1/24,7/1/24,"45	",Charges,Refuse
7/1/24,201 N Professor St,13-03640-2,Water-Usage (CF),0,29.37,"1888	",,6/1/24,7/1/24,"45	",Usage,Potable
7/1/24,258 N Professor St #1 - CPO,13-03850-8,Sewer-Usage (CF),300,21.33,"9451	",,6/1/24,7/1/24,"297	",Usage,N/A
7/1/24,258 N Professor St #1 - CPO,13-03850-8,Trash (City Charges),0,12.5,"9451	",,6/1/24,7/1/24,"297	",Charges,Refuse
7/1/24,258 N Professor St #1 - CPO,13-03850-8,Water-Usage (CF),300,29.37,"9451	",,6/1/24,7/1/24,"297	",Usage,Potable
7/1/24,258 N Professor St #2 - CPO,13-03855-15,Electric-Usage (KWH),122,23.66,"9451	","7303	",6/1/24,7/1/24,"300	",Usage,Grid Purchased
7/1/24,270 N Professor St - CPO,13-03930-2,Electric-Usage (KWH),82,18.36,"9451	",,6/1/24,7/1/24,"50	",Usage,Grid Purchased
7/1/24,270 N Professor St - CPO,13-03930-2,Sewer-Usage (CF),0,21.33,"9451	",,6/1/24,7/1/24,"50	",Usage,N/A
7/1/24,270 N Professor St - CPO,13-03930-2,Trash (City Charges),0,12.5,"9451	",,6/1/24,7/1/24,"50	",Charges,Refuse
7/1/24,270 N Professor St - CPO,13-03930-2,Water-Usage (CF),0,29.37,"9451	",,6/1/24,7/1/24,"50	",Usage,Potable
7/1/24,12578 N Professor St,13-04095-3,Electric-Usage (KWH),188,32.4,"1825	",,6/1/24,7/1/24,,Usage,Grid Purchased
7/1/24,12578 N Professor St,13-04095-3,Water-Usage (CF),0,44.06,"1825	",,6/1/24,7/1/24,,Usage,Potable
7/1/24,12550 N Professor St,13-04100-2,Electric-Usage (KWH),707,101.15,"1898	",,6/1/24,7/1/24,,Usage,Grid Purchased
7/1/24,12550 N Professor St,13-04100-2,Water-Usage (CF),100,44.06,"1898	",,6/1/24,7/1/24,,Usage,Potable
7/1/24,126 Union St,13-04266-1,Demand,0,0,"6218	",,6/1/24,7/1/24,"11	",Demand,Grid Purchased
7/1/24,126 Union St,13-04266-1,Electric-Usage (KWH),21520,2833.76,"6218	",,6/1/24,7/1/24,"11	",Usage,Grid Purchased
7/1/24,126 Union St,13-04266-1,Sewer-Usage (CF),500,35.55,"6218	",,6/1/24,7/1/24,"11	",Usage,N/A
7/1/24,126 Union St,13-04266-1,Water-Usage (CF),500,48.95,"6218	",,6/1/24,7/1/24,"11	",Usage,Potable
7/1/24,108 Woodland St,13-04280-2,Electric-Usage (KWH),114,22.6,"1803	",,6/1/24,7/1/24,"5	",Usage,Grid Purchased
7/1/24,108 Woodland St,13-04280-2,Sewer-Usage (CF),0,21.33,"1803	",,6/1/24,7/1/24,"5	",Usage,N/A
7/1/24,108 Woodland St,13-04280-2,Trash (City Charges),0,12.5,"1803	",,6/1/24,7/1/24,"5	",Charges,Refuse
7/1/24,108 Woodland St,13-04280-2,Water-Usage (CF),0,29.37,"1803	",,6/1/24,7/1/24,"5	",Usage,Potable
7/1/24,112 Woodland St,13-04290-2,Electric-Usage (KWH),61,15.58,"1834	",,6/1/24,7/1/24,,Usage,Grid Purchased
7/1/24,112 Woodland St,13-04290-2,Sewer-Usage (CF),0,21.33,"1834	",,6/1/24,7/1/24,,Usage,N/A
7/1/24,112 Woodland St,13-04290-2,Trash (City Charges),0,12.5,"1834	",,6/1/24,7/1/24,,Charges,Refuse
7/1/24,112 Woodland St,13-04290-2,Water-Usage (CF),0,29.37,"1834	",,6/1/24,7/1/24,,Usage,Potable
7/1/24,176 Woodland St,13-04410-4,Electric-Usage (KWH),1049,146.45,"1821	",,6/1/24,7/1/24,,Usage,Grid Purchased
7/1/24,176 Woodland St,13-04410-4,Sewer-Usage (CF),0,21.33,"1821	",,6/1/24,7/1/24,,Usage,N/A
7/1/24,176 Woodland St,13-04410-4,Trash (City Charges),0,12.5,"1821	",,6/1/24,7/1/24,,Charges,Refuse
7/1/24,176 Woodland St,13-04410-4,Water-Usage (CF),0,29.37,"1821	",,6/1/24,7/1/24,,Usage,Potable
7/1/24,247 W Lorain St - Professional Services Bldg,13986892 016 000 5,Delivery,0,178.78,"1133	","7302	",5/31/24,7/1/24,"168	",Charges,N/A
7/1/24,247 W Lorain St - Professional Services Bldg,13986892 016 000 5,Supply,45,44.96,"1133	","7302	",5/31/24,7/1/24,"168	",Usage,N/A
7/1/24,247 W Lorain St - Professional Services Bldg,13986892 016 000 5,Taxes,0,8.92,"1133	","7302	",5/31/24,7/1/24,"168	",Taxes,N/A
7/1/24,187 N Professor St (formerly MRC),13986892 017 000 4,Delivery,0,47.27,"1593	","7302	",5/31/24,7/1/24,"131	",Charges,N/A
7/1/24,187 N Professor St (formerly MRC),13986892 017 000 4,Supply,5,5,"1593	","7302	",5/31/24,7/1/24,"131	",Usage,N/A
7/1/24,187 N Professor St (formerly MRC),13986892 017 000 4,Taxes,0,2.36,"1593	","7302	",5/31/24,7/1/24,"131	",Taxes,N/A
7/1/24,152 W Lorain St Unit 2,14-04704-4,Sewer-Usage (CF),0,21.33,"1842	",,6/1/24,7/1/24,"213	",Usage,N/A
7/1/24,152 W Lorain St Unit 2,14-04704-4,Trash (City Charges),0,12.5,"1842	",,6/1/24,7/1/24,"213	",Charges,Refuse
7/1/24,152 W Lorain St Unit 2,14-04704-4,Water-Usage (CF),0,29.37,"1842	",,6/1/24,7/1/24,"213	",Usage,Potable
7/1/24,152 W Lorain St Unit 1,14-04705-1,Sewer-Usage (CF),0,21.33,"1842	",,6/1/24,7/1/24,"27	",Usage,N/A
7/1/24,152 W Lorain St Unit 1,14-04705-1,Trash (City Charges),0,12.5,"1842	",,6/1/24,7/1/24,"27	",Charges,Refuse
7/1/24,152 W Lorain St Unit 1,14-04705-1,Water-Usage (CF),0,29.37,"1842	",,6/1/24,7/1/24,"27	",Usage,Potable
7/1/24,153 W Lorain St (formerly Creative Wrtg),14-04706-1,Sewer-Usage (CF),0,21.33,"1563	",,6/1/24,7/1/24,"29	",Usage,N/A
7/1/24,153 W Lorain St (formerly Creative Wrtg),14-04706-1,Water-Usage (CF),0,29.37,"1563	",,6/1/24,7/1/24,"29	",Usage,Potable
7/1/24,152 W Lorain St Unit 1,14-04707-1,Electric-Usage (KWH),136,25.51,"1842	",,6/1/24,7/1/24,"27	",Usage,Grid Purchased
7/1/24,158 W Lorain St,14-04708-11,Electric-Usage (KWH),71,16.91,"1874	",,6/1/24,7/1/24,"30	",Usage,Grid Purchased
7/1/24,158 W Lorain St,14-04708-11,Sewer-Usage (CF),0,21.33,"1874	",,6/1/24,7/1/24,"30	",Usage,N/A
7/1/24,158 W Lorain St,14-04708-11,Trash (City Charges),0,12.5,"1874	",,6/1/24,7/1/24,"30	",Charges,Refuse
7/1/24,158 W Lorain St,14-04708-11,Water-Usage (CF),0,29.37,"1874	",,6/1/24,7/1/24,"30	",Usage,Potable
7/1/24,159 W Lorain St - Former Security Bldg,14-04710-1,Sewer-Usage (CF),0,21.33,"1562	",,6/1/24,7/1/24,"172	",Usage,N/A
7/1/24,159 W Lorain St - Former Security Bldg,14-04710-1,Water-Usage (CF),0,29.37,"1562	",,6/1/24,7/1/24,"172	",Usage,Potable
7/1/24,197 W Lorain St,14-04720-1,Electric-Usage (KWH),117,23,"1826	",,6/1/24,7/1/24,"42	",Usage,Grid Purchased
7/1/24,197 W Lorain St,14-04720-1,Sewer-Usage (CF),0,21.33,"1826	",,6/1/24,7/1/24,"42	",Usage,N/A
7/1/24,197 W Lorain St,14-04720-1,Water-Usage (CF),0,29.37,"1826	",,6/1/24,7/1/24,"42	",Usage,Potable
7/1/24,197 W Lorain St 2 East,14-04721-14,Electric-Usage (KWH),111,22.21,"1826	",,6/1/24,7/1/24,"261	",Usage,Grid Purchased
7/1/24,197 W Lorain St 2 East,14-04721-14,Trash (City Charges),0,12.5,"1826	",,6/1/24,7/1/24,"261	",Charges,Refuse
7/1/24,197 W Lorain St,14-04722-6,Electric-Usage (KWH),18,9.88,"1826	",,6/1/24,7/1/24,"42	",Usage,Grid Purchased
7/1/24,197 W Lorain St,14-04722-6,Trash (City Charges),0,12.5,"1826	",,6/1/24,7/1/24,"42	",Charges,Refuse
7/1/24,197 W Lorain St 2 West,14-04723-23,Electric-Usage (KWH),69,16.64,"1826	",,6/1/24,7/1/24,"262	",Usage,Grid Purchased
7/1/24,197 W Lorain St 2 West,14-04723-23,Trash (City Charges),0,12.5,"1826	",,6/1/24,7/1/24,"262	",Charges,Refuse
7/1/24,108 Woodland St,14758403 031 000 5,Delivery,0,47.53,"1803	","7302	",5/31/24,7/1/24,"5	",Charges,N/A
7/1/24,108 Woodland St,14758403 031 000 5,Supply,7,7.99,"1803	","7302	",5/31/24,7/1/24,"5	",Usage,N/A
7/1/24,108 Woodland St,14758403 031 000 5,Taxes,0,2.37,"1803	","7302	",5/31/24,7/1/24,"5	",Taxes,N/A
7/1/24,20 E Lorain St,14758403 054 000 8,Delivery,0,47.27,"1812	","7302	",5/31/24,7/1/24,"194	",Charges,N/A
7/1/24,20 E Lorain St,14758403 054 000 8,Supply,5,5,"1812	","7302	",5/31/24,7/1/24,"194	",Usage,N/A
7/1/24,20 E Lorain St,14758403 054 000 8,Taxes,0,2.36,"1812	","7302	",5/31/24,7/1/24,"194	",Taxes,N/A
7/1/24,22 E Lorain St,14758403 055 000 7,Delivery,0,47.09,"1812	","7302	",5/31/24,7/1/24,"46	",Charges,N/A
7/1/24,22 E Lorain St,14758403 055 000 7,Supply,3,3,"1812	","7302	",5/31/24,7/1/24,"46	",Usage,N/A
7/1/24,22 E Lorain St,14758403 055 000 7,Taxes,0,2.35,"1812	","7302	",5/31/24,7/1/24,"46	",Taxes,N/A
7/1/24,152 W Lorain St Unit 1,14758403 059 000 3,Delivery,0,47.18,"1842	","7302	",5/31/24,7/1/24,"27	",Charges,N/A
7/1/24,152 W Lorain St Unit 1,14758403 059 000 3,Supply,4,4,"1842	","7302	",5/31/24,7/1/24,"27	",Usage,N/A
7/1/24,152 W Lorain St Unit 1,14758403 059 000 3,Taxes,0,2.35,"1842	","7302	",5/31/24,7/1/24,"27	",Taxes,N/A
7/1/24,152 W Lorain St Unit 2,14758403 061 000 9,Delivery,0,47.18,"1842	","7302	",5/31/24,7/1/24,"213	",Charges,N/A
7/1/24,152 W Lorain St Unit 2,14758403 061 000 9,Supply,4,4,"1842	","7302	",5/31/24,7/1/24,"213	",Usage,N/A
7/1/24,152 W Lorain St Unit 2,14758403 061 000 9,Taxes,0,2.35,"1842	","7302	",5/31/24,7/1/24,"213	",Taxes,N/A
7/1/24,127 Woodhaven Pl - FLWH,14758403 069 000 1,Delivery,0,47.59,"1570	","7302	",5/31/24,7/1/24,"193	",Charges,N/A
7/1/24,127 Woodhaven Pl - FLWH,14758403 069 000 1,Supply,9,8.99,"1570	","7302	",5/31/24,7/1/24,"193	",Usage,N/A
7/1/24,127 Woodhaven Pl - FLWH,14758403 069 000 1,Taxes,0,2.37,"1570	","7302	",5/31/24,7/1/24,"193	",Taxes,N/A
7/1/24,62 N Pleasant St,14758403 074 000 4,Delivery,0,47,"1878	","7302	",5/31/24,7/1/24,"73	",Charges,N/A
7/1/24,62 N Pleasant St,14758403 074 000 4,Supply,2,2,"1878	","7302	",5/31/24,7/1/24,"73	",Usage,N/A
7/1/24,62 N Pleasant St,14758403 074 000 4,Taxes,0,2.34,"1878	","7302	",5/31/24,7/1/24,"73	",Taxes,N/A
7/1/24,69 N Cedar St,14758403 088 000 8,Delivery,0,47.18,"1877	","7302	",5/31/24,7/1/24,"79	",Charges,N/A
7/1/24,69 N Cedar St,14758403 088 000 8,Supply,4,4,"1877	","7302	",5/31/24,7/1/24,"79	",Usage,N/A
7/1/24,69 N Cedar St,14758403 088 000 8,Taxes,0,2.35,"1877	","7302	",5/31/24,7/1/24,"79	",Taxes,N/A
7/1/24,40 N Pleasant St,14758403 092 000 2,Delivery,0,48.02,"1808	","7302	",5/31/24,7/1/24,"63	",Charges,N/A
7/1/24,40 N Pleasant St,14758403 092 000 2,Supply,14,13.99,"1808	","7302	",5/31/24,7/1/24,"63	",Usage,N/A
7/1/24,40 N Pleasant St,14758403 092 000 2,Taxes,0,2.39,"1808	","7302	",5/31/24,7/1/24,"63	",Taxes,N/A
7/1/24,61 Willard Ct,14758403 100 000 1,Delivery,0,47.18,"1890	","7302	",5/31/24,7/1/24,"72	",Charges,N/A
7/1/24,61 Willard Ct,14758403 100 000 1,Supply,4,4,"1890	","7302	",5/31/24,7/1/24,"72	",Usage,N/A
7/1/24,61 Willard Ct,14758403 100 000 1,Taxes,0,2.35,"1890	","7302	",5/31/24,7/1/24,"72	",Taxes,N/A
7/1/24,35 N Cedar St,14758403 106 000 5,Delivery,0,47.18,"1849	","7302	",5/31/24,7/1/24,"57	",Charges,N/A
7/1/24,35 N Cedar St,14758403 106 000 5,Supply,4,4,"1849	","7302	",5/31/24,7/1/24,"57	",Usage,N/A
7/1/24,35 N Cedar St,14758403 106 000 5,Taxes,0,2.35,"1849	","7302	",5/31/24,7/1/24,"57	",Taxes,N/A
7/1/24,45 N Cedar St,14758403 111 000 8,Delivery,0,47,"1858	","7302	",5/31/24,7/1/24,"68	",Charges,N/A
7/1/24,45 N Cedar St,14758403 111 000 8,Supply,2,2,"1858	","7302	",5/31/24,7/1/24,"68	",Usage,N/A
7/1/24,45 N Cedar St,14758403 111 000 8,Taxes,0,2.34,"1858	","7302	",5/31/24,7/1/24,"68	",Taxes,N/A
7/1/24,158 W Lorain St,14758403 112 000 7,Delivery,0,47,"1874	","7302	",5/31/24,7/1/24,"30	",Charges,N/A
7/1/24,158 W Lorain St,14758403 112 000 7,Supply,2,2,"1874	","7302	",5/31/24,7/1/24,"30	",Usage,N/A
7/1/24,158 W Lorain St,14758403 112 000 7,Taxes,0,2.34,"1874	","7302	",5/31/24,7/1/24,"30	",Taxes,N/A
7/1/24,195 N Professor St,14758403 118 000 1,Delivery,0,47.09,"1887	","7302	",5/31/24,7/1/24,"41	",Charges,N/A
7/1/24,195 N Professor St,14758403 118 000 1,Supply,3,3,"1887	","7302	",5/31/24,7/1/24,"41	",Usage,N/A
7/1/24,195 N Professor St,14758403 118 000 1,Taxes,0,2.35,"1887	","7302	",5/31/24,7/1/24,"41	",Taxes,N/A
7/1/24,120 E College St,14758403 121 000 6,Delivery,0,47.09,"1804	","7302	",5/31/24,7/1/24,"10	",Charges,N/A
7/1/24,120 E College St,14758403 121 000 6,Supply,3,3,"1804	","7302	",5/31/24,7/1/24,"10	",Usage,N/A
7/1/24,120 E College St,14758403 121 000 6,Taxes,0,2.35,"1804	","7302	",5/31/24,7/1/24,"10	",Taxes,N/A
7/1/24,70 N Pleasant St,14758403 123 000 4,Delivery,0,47,"1893	","7302	",5/31/24,7/1/24,"80	",Charges,N/A
7/1/24,70 N Pleasant St,14758403 123 000 4,Supply,2,2,"1893	","7302	",5/31/24,7/1/24,"80	",Usage,N/A
7/1/24,70 N Pleasant St,14758403 123 000 4,Taxes,0,2.34,"1893	","7302	",5/31/24,7/1/24,"80	",Taxes,N/A
7/1/24,61 E Lorain St,14758403 126 000 1,Delivery,0,47.18,"1889	","7302	",5/31/24,7/1/24,"71	",Charges,N/A
7/1/24,61 E Lorain St,14758403 126 000 1,Supply,4,4,"1889	","7302	",5/31/24,7/1/24,"71	",Usage,N/A
7/1/24,61 E Lorain St,14758403 126 000 1,Taxes,0,2.35,"1889	","7302	",5/31/24,7/1/24,"71	",Taxes,N/A
7/1/24,39 N Cedar St,14758403 130 000 5,Delivery,0,47.09,"1823	","7302	",5/31/24,7/1/24,"62	",Charges,N/A
7/1/24,39 N Cedar St,14758403 130 000 5,Supply,3,3,"1823	","7302	",5/31/24,7/1/24,"62	",Usage,N/A
7/1/24,39 N Cedar St,14758403 130 000 5,Taxes,0,2.35,"1823	","7302	",5/31/24,7/1/24,"62	",Taxes,N/A
7/1/24,76 N Pleasant St,14758403 136 000 9,Delivery,0,47.53,"1897	","7302	",5/31/24,7/1/24,"83	",Charges,N/A
7/1/24,76 N Pleasant St,14758403 136 000 9,Supply,8,7.99,"1897	","7302	",5/31/24,7/1/24,"83	",Usage,N/A
7/1/24,76 N Pleasant St,14758403 136 000 9,Taxes,0,2.37,"1897	","7302	",5/31/24,7/1/24,"83	",Taxes,N/A
7/1/24,140 N Main St Dn,14758403 138 000 7,Delivery,0,47.18,"1896	","7302	",5/31/24,7/1/24,"17	",Charges,N/A
7/1/24,140 N Main St Dn,14758403 138 000 7,Supply,4,4,"1896	","7302	",5/31/24,7/1/24,"17	",Usage,N/A
7/1/24,140 N Main St Dn,14758403 138 000 7,Taxes,0,2.35,"1896	","7302	",5/31/24,7/1/24,"17	",Taxes,N/A
7/1/24,149 W College St,14758403 140 000 3,Delivery,0,47.09,"1895	","7302	",5/31/24,7/1/24,"25	",Charges,N/A
7/1/24,149 W College St,14758403 140 000 3,Supply,3,3,"1895	","7302	",5/31/24,7/1/24,"25	",Usage,N/A
7/1/24,149 W College St,14758403 140 000 3,Taxes,0,2.35,"1895	","7302	",5/31/24,7/1/24,"25	",Taxes,N/A
7/1/24,140 1/2 N Main St Up Rear,14758403 142 000 1,Delivery,0,47.35,"1896	","7302	",5/31/24,7/1/24,"196	",Charges,N/A
7/1/24,140 1/2 N Main St Up Rear,14758403 142 000 1,Supply,6,5.99,"1896	","7302	",5/31/24,7/1/24,"196	",Usage,N/A
7/1/24,140 1/2 N Main St Up Rear,14758403 142 000 1,Taxes,0,2.36,"1896	","7302	",5/31/24,7/1/24,"196	",Taxes,N/A
7/1/24,140 N Main St Up Frnt,14758403 143 000 0,Delivery,0,47.27,"1896	","7302	",5/31/24,7/1/24,"212	",Charges,N/A
7/1/24,140 N Main St Up Frnt,14758403 143 000 0,Supply,5,5,"1896	","7302	",5/31/24,7/1/24,"212	",Usage,N/A
7/1/24,140 N Main St Up Frnt,14758403 143 000 0,Taxes,0,2.36,"1896	","7302	",5/31/24,7/1/24,"212	",Taxes,N/A
7/1/24,84 Elmwood Pl,14758403 149 000 4,Delivery,0,47,"1882	","7302	",5/31/24,7/1/24,"86	",Charges,N/A
7/1/24,84 Elmwood Pl,14758403 149 000 4,Supply,2,2,"1882	","7302	",5/31/24,7/1/24,"86	",Usage,N/A
7/1/24,84 Elmwood Pl,14758403 149 000 4,Taxes,0,2.34,"1882	","7302	",5/31/24,7/1/24,"86	",Taxes,N/A
